state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
OH,2005,14713656,25249,5166,30412,2889,7114,10003,28138,12280,40415,2.75
OK,2005,3661916,6632,1683,8315,550,2333,2883,7182,4016,11198,3.06
OR,2005,3947974,5462,524,5986,581,1801,2382,6043,2325,8368,2.12
OT,2005,0,,,,,,,,,,
PA,2005,13646947,24616,1929,26545,2810,3210,6020,27426,5139,32565,2.39
PR,2005,0,0,0,,,,,,,,
RI,2005,1082452,2397,308,2705,181,351,532,2578,659,3237,2.99
SC,2005,4300414,11743,1721,13464,1350,2852,4202,13093,4573,17666,4.11
SD,2005,1337112,2102,577,2679,120,786,906,2222,1363,3585,2.68
TN,2005,6003334,14808,3987,18795,1569,6151,7720,16377,10138,26515,4.42
TX,2005,23606976,49286,15071,64355,5693,20848,26541,54979,35919,90896,3.85
UT,2005,2801285,4594,1234,5828,408,1524,1932,5002,2758,7760,2.77
VA,2005,7616034,16168,1432,17600,1988,3674,5662,18156,5106,23262,3.05
VI,2005,0,,,,,,,,,,
VT,2005,667606,1347,181,1528,116,349,465,1463,530,1993,2.99
WA,2005,6855717,9962,1374,11336,1076,2851,3927,11038,4225,15263,2.23
WI,2005,5876056,12180,1811,13985,2065,3604,5669,14245,5415,19654,3.34
WV,2005,2109327,3650,378,4028,109,612,721,3759,990,4749,2.25
WY,2005,528488,1266,101,1367,115,417,532,1381,518,1899,3.59
AK,2006,670527,1133,237,1370,126,485,611,1259,722,1981,2.95
AL,2006,4616525,9910,2039,11949,776,3505,4281,10686,5544,16230,3.52
AR,2006,3181296,5964,1270,7234,623,2146,2769,6587,3416,10003,3.14
AS,2006,0,,,,,,,,,,
AZ,2006,6450151,11070,4568,15638,1296,5408,6704,12366,9976,22342,3.46
CA,2006,36685882,68255,14943,83198,9950,26499,36449,78205,41442,119647,3.26
CO,2006,4908722,10670,1728,12398,1648,3781,5429,12318,5509,17827,3.63
CT,2006,3764006,7651,753,8404,804,1199,2003,8455,1952,10407,2.76
CZ,2006,0,,,,,,,,,,
DC,2006,581530,3782,346,4128,1014,451,1465,4796,797,5593,9.62
DE,2006,881748,2526,384,2910,353,663,1016,2879,1047,3926,4.45
FL,2006,18186529,41497,10566,52063,6832,18450,25282,48329,29016,77345,4.25
FS,2006,0,,,,,,,,,,
GA,2006,11743145,37560,7116,44676,6889,11472,18361,44449,18588,63037,5.37
GM,2006,0,0,0,,,,,,,,
HI,2006,1394924,3033,251,2996,284,611,895,3317,862,3891,2.79
IA,2006,3489369,5243,1057,6300,393,1824,2217,5636,2881,8517,2.44
ID,2006,1537222,2750,265,3015,202,1148,1350,2952,1413,4365,2.84
IL,2006,12971437,31748,7027,38775,5775,7847,13622,37523,14874,52397,4.04
IN,2006,6414971,10723,3086,13809,837,3824,4661,11560,6910,18470,2.88
KS,2006,3313172,8657,1633,10290,847,2464,3311,9504,4097,13601,4.11
KY,2006,4654251,9036,904,9940,691,1617,2308,9727,2521,12248,2.63
LA,2006,4689450,14919,1571,16490,3823,3151,6974,18742,4722,23464,5
MA,2006,6799132,16541,1399,17940,1446,2158,3604,17987,3557,21544,3.17
MD,2006,5783440,14814,2434,17248,2239,3555,5794,17053,5989,23042,3.98
ME,2006,1454430,2197,333,2530,128,444,572,2325,777,3102,2.13
MI,2006,10711402,19728,3414,23142,2949,4543,7492,22677,7957,30634,2.86
MN,2006,5494427,7826,1910,9736,999,2889,3888,8825,4799,13624,2.48
MO,2006,5914955,12556,2390,14946,1338,3465,4803,13894,5855,19749,3.34
MP,2006,0,,,,,,,,,,
MS,2006,3010899,5684,1525,7209,503,2310,2813,6187,3835,10022,3.33
MT,2006,1051485,1769,513,2282,122,686,808,1891,1199,3090,2.94
NB,2006,2027469,3516,485,4001,415,1134,1549,3931,1619,5550,2.74
NC,2006,9586839,21703,4712,26415,2740,6036,8776,24443,10748,35191,3.67
ND,2006,670680,1134,146,1280,104,299,403,1238,445,1683,2.51
NH,2006,1446567,2541,253,2794,202,627,829,2743,880,3623,2.5
NJ,2006,8775225,29582,3115,32697,2549,5465,8014,32131,8580,40711,4.64
NM,2006,2010243,3946,600,4546,398,1152,1550,4344,1752,6096,3.03
NV,2006,2502102,4766,1400,6166,515,2419,2934,5281,3819,9100,3.64
NY,2006,21206462,56720,7999,64718,8768,16282,25050,65488,24281,89768,4.23
OH,2006,14972268,26548,4601,31148,2903,7054,9957,29451,11655,41105,2.75
OK,2006,3695169,6695,1713,8408,557,2273,2830,7252,3986,11238,3.04
OR,2006,3757824,5308,1206,6514,564,2081,2645,5872,3287,9159,2.44
OT,2006,0,,,,,,,,,,
PA,2006,13651092,24904,1919,26823,2830,3207,6037,27734,5126,32860,2.41
PR,2006,0,0,0,,,,,,,,
RI,2006,1073858,2387,311,2698,183,355,538,2570,666,3236,3.01
SC,2006,4411430,11225,1483,12708,1395,2707,4102,12620,4190,16810,3.81
SD,2006,1081334,1664,504,2168,120,627,747,1784,1131,2915,2.7
TN,2006,6098211,14594,4238,18832,1459,5841,7300,16053,10079,26132,4.29
TX,2006,23781113,48794,15684,64476,5604,21691,27295,54398,37375,91771,3.86
UT,2006,2728965,4383,1490,5873,343,1549,1892,4726,3039,7765,2.85
VA,2006,7729866,16722,1517,18239,2125,3876,6001,18847,5393,24240,3.14
VI,2006,0,,,,,,,,,,
VT,2006,659874,1125,130,1255,94,286,380,1219,416,1635,2.48
WA,2006,6688879,9475,1407,10882,1000,2831,3831,10475,4238,14713,2.2
WI,2006,6107968,11960,1910,13864,1954,3498,5452,13914,5408,19316,3.16
WV,2006,2250145,4316,345,4661,120,674,794,4436,1019,5455,2.42
WY,2006,521499,1237,118,1355,112,441,553,1349,559,1908,3.66
AK,2007,683918,1127,235,1362,119,454,573,1246,689,1935,2.83
AL,2007,4646319,10126,2092,12218,759,3695,4454,10885,5787,16672,3.59
AR,2007,3061835,5987,1258,7245,639,2114,2753,6626,3372,9998,3.27
AS,2007,0,,,,,,,,,,
AZ,2007,6614301,11582,4680,16262,1364,5589,6953,12946,10269,23215,3.51
CA,2007,36696956,70880,15601,86481,10257,27825,38082,81137,43426,124563,3.39
CO,2007,5058043,10923,1889,12812,1659,3842,5501,12582,5731,18313,3.62
CT,2007,3817352,7835,818,8653,808,1204,2012,8643,2022,10665,2.79
CZ,2007,0,,,,,,,,,,
DC,2007,588292,3869,358,4227,1033,474,1507,4902,832,5734,9.75
DE,2007,917216,2519,424,2943,336,674,1010,2855,1098,3953,4.31
FL,2007,18341214,39030,11096,50126,6329,18959,25288,45359,30055,75414,4.11
FS,2007,0,,,,,,,,,,
GA,2007,10168475,32646,5777,38423,6499,10123,16622,39145,15900,55045,5.41
GM,2007,0,0,0,,,,,,,,
HI,2007,1392635,3012,267,2991,290,634,924,3302,901,3915,2.81
IA,2007,3515498,5376,1068,6444,412,1880,2292,5788,2948,8736,2.48
ID,2007,1550280,2769,441,3210,199,1057,1256,2968,1498,4466,2.88
IL,2007,12950887,31724,7753,39477,5791,8509,14300,37515,16262,53777,4.15
IN,2007,6497294,10926,2928,13854,849,3511,4360,11775,6439,18214,2.8
KS,2007,3369490,8824,1577,10401,935,2607,3542,9759,4184,13943,4.14
KY,2007,5693180,11176,1103,12279,908,1986,2894,12084,3089,15173,2.67
LA,2007,4450169,14028,2133,16161,2992,3992,6984,17020,6125,23145,5.2
MA,2007,6986373,16630,1517,18147,1421,2211,3632,18051,3728,21779,3.12
MD,2007,5842608,13847,2118,15965,2131,3273,5404,15978,5391,21369,3.66
ME,2007,1408460,2297,361,2658,143,437,580,2440,798,3238,2.3
MI,2007,10958804,19938,3516,23454,3020,4485,7505,22958,8001,30959,2.83
MN,2007,5556498,8032,2084,10116,1071,2907,3978,9103,4991,14094,2.54
MO,2007,5965134,14118,2789,16907,1438,4235,5673,15556,7024,22580,3.79
MP,2007,0,,,,,,,,,,
MS,2007,3024679,5758,1447,7205,507,2387,2894,6265,3834,10099,3.34
MT,2007,1045814,1814,504,2318,125,617,742,1939,1121,3060,2.93
NB,2007,1934192,3281,374,3655,373,1086,1459,3654,1460,5114,2.64
NC,2007,10729781,25623,5337,30960,2941,6686,9627,28564,12023,40587,3.78
ND,2007,734139,1207,184,1391,128,318,446,1335,502,1837,2.5
NH,2007,1528130,2715,291,3006,214,641,855,2929,932,3861,2.53
NJ,2007,8735716,31051,3488,34539,2779,6002,8781,33830,9490,43320,4.96
NM,2007,1999763,3989,563,4552,400,1171,1571,4389,1734,6123,3.06
NV,2007,2571920,5736,747,6483,678,2396,3074,6414,3143,9557,3.72
NY,2007,21175344,55985,8177,64162,8720,16784,25504,64705,24961,89666,4.23
OH,2007,13639490,25271,4950,30220,2881,7119,10000,28152,12069,40220,2.95
OK,2007,3683300,6877,1658,8535,558,2360,2918,7435,4018,11453,3.11
OR,2007,3853651,6262,1866,8128,676,2669,3345,6938,4535,11473,2.98
OT,2007,0,,,,,,,,,,
PA,2007,13504531,25370,1925,27295,2853,3223,6076,28223,5148,33371,2.47
PR,2007,0,0,0,,,,,,,,
RI,2007,1086975,2438,314,2752,188,367,555,2626,681,3307,3.04
SC,2007,4432638,10937,1507,12444,1358,2804,4162,12295,4311,16606,3.75
SD,2007,968744,1538,372,1910,116,526,642,1654,898,2552,2.63
TN,2007,6218821,14893,7806,22699,1506,7873,9379,16399,15679,32078,5.16
TX,2007,24858321,51075,16359,67432,5984,22559,28543,57059,38918,95975,3.86
UT,2007,2810524,4495,1561,6056,332,1631,1963,4827,3192,8019,2.85
VA,2007,7836504,16849,1508,18357,2192,3891,6083,19041,5399,24440,3.12
VI,2007,0,,,,,,,,,,
VT,2007,648707,1216,141,1357,101,286,387,1317,427,1744,2.69
WA,2007,6583891,9582,1435,11017,987,2888,3875,10569,4323,14892,2.26
WI,2007,5978650,11676,2187,13857,1847,3763,5610,13523,5950,19467,3.26
WV,2007,2365317,4037,406,4443,118,685,803,4155,1091,5246,2.22
WY,2007,531696,1320,180,1500,126,520,646,1446,700,2146,4.04
AK,2008,686732,1180,234,1414,119,474,593,1299,708,2007,2.92
AL,2008,4940876,10877,2345,13222,834,3828,4662,11711,6173,17884,3.62
AR,2008,3045519,5930,1416,7346,505,2406,2911,6435,3822,10257,3.37
AS,2008,0,,,,,,,,,,
AZ,2008,6748004,11973,4657,16630,1425,5672,7097,13398,10329,23727,3.52
CA,2008,36877380,72942,15062,88004,10951,28098,39049,83893,43160,127053,3.45
CO,2008,5272577,11567,1954,13521,1817,3953,5770,13384,5907,19291,3.66
CT,2008,3640379,7974,816,8790,803,1231,2034,8777,2047,10824,2.97
CZ,2008,0,,,,,,,,,,
DC,2008,591833,4021,358,4379,1055,491,1546,5076,849,5925,10.01
DE,2008,892606,2558,412,2970,350,668,1018,2908,1080,3988,4.47
FL,2008,18436905,39136,11096,50232,6524,18810,25334,45660,29906,75566,4.1
FS,2008,0,,,,,,,,,,
GA,2008,10934614,36555,6470,43025,7230,10754,17984,43785,17224,61009,5.58
GM,2008,0,0,0,,,,,,,,
HI,2008,1397856,3103,275,3090,315,627,942,3418,902,4032,2.88
IA,2008,3454799,5383,1165,6548,415,1978,2393,5798,3143,8941,2.59
ID,2008,1575635,2801,537,3338,199,1326,1525,3000,1863,4863,3.09
IL,2008,13005246,31757,7410,39167,5772,7959,13731,37529,15369,52898,4.07
IN,2008,6564511,11134,3014,14148,875,3599,4474,12009,6613,18622,2.84
KS,2008,3482614,8603,1627,10230,823,2632,3455,9426,4259,13685,3.93
KY,2008,6150346,11603,1334,12937,965,2101,3066,12568,3435,16003,2.6
LA,2008,4728530,15372,1703,17075,3729,3934,7663,19101,5637,24738,5.23
MA,2008,6734340,16172,1681,17853,1428,2165,3593,17600,3846,21446,3.18
MD,2008,5800551,13983,2149,16132,2139,3281,5420,16122,5430,21552,3.72
ME,2008,1356450,2159,316,2475,139,419,558,2298,735,3033,2.24
MI,2008,10863427,20063,3563,23626,2858,4602,7460,22921,8165,31086,2.86
MN,2008,5591751,8309,2165,10474,1118,2966,4084,9427,5131,14558,2.6
MO,2008,6034833,14413,2831,17244,1462,4251,5713,15875,7082,22957,3.8
MP,2008,0,,,,,,,,,,
MS,2008,3006310,5732,1495,7227,484,2320,2804,6216,3815,10031,3.34
MT,2008,1099578,1843,517,2360,114,663,777,1957,1180,3137,2.85
NB,2008,1947451,3336,351,3687,395,1029,1424,3731,1380,5111,2.62
NC,2008,10542296,23587,5494,29081,2906,6712,9618,26493,12206,38699,3.67
ND,2008,750663,1220,197,1417,126,286,412,1346,483,1829,2.44
NH,2008,1405175,2623,281,2904,224,641,865,2847,922,3769,2.68
NJ,2008,8727783,30707,3670,34377,2833,6004,8837,33540,9674,43214,4.95
NM,2008,2021853,4029,601,4630,416,1151,1567,4445,1752,6197,3.07
NV,2008,2606849,5212,866,6078,535,2248,2783,5747,3114,8861,3.4
NY,2008,21665173,57128,6197,63325,8906,14280,23186,66034,20477,86511,3.99
OH,2008,14289756,26729,4944,31672,3045,7335,10380,29774,12279,42052,2.94
OK,2008,3894849,7434,1670,9104,725,2402,3127,8159,4072,12231,3.14
OR,2008,4012947,6249,2027,8276,670,2822,3492,6919,4849,11768,2.93
OT,2008,0,,,,,,,,,,
PA,2008,13294374,24855,1938,26793,2849,3228,6077,27704,5166,32870,2.47
PR,2008,0,0,0,,,,,,,,
RI,2008,1056952,2410,299,2709,182,362,544,2592,661,3253,3.08
SC,2008,4525957,11400,1536,12928,1366,2806,4172,12766,4342,17100,3.78
SD,2008,947085,1504,347,1851,88,518,606,1592,865,2457,2.59
TN,2008,6243278,14988,4556,19544,1574,5898,7472,16562,10454,27016,4.33
TX,2008,24426780,51028,16487,67513,6046,23245,29291,57074,39732,96804,3.96
UT,2008,2874244,4494,1518,6012,353,1510,1863,4847,3028,7875,2.74
VA,2008,7824878,16986,1504,18490,2257,3960,6217,19243,5464,24707,3.16
VI,2008,0,,,,,,,,,,
VT,2008,669691,1042,135,1177,87,262,349,1129,397,1526,2.28
WA,2008,7422595,11046,1666,12712,1212,3321,4533,12258,4987,17245,2.32
WI,2008,5899106,11652,2119,13765,1866,3680,5546,13518,5799,19311,3.27
WV,2008,2340627,4012,602,4614,139,675,814,4151,1277,5428,2.32
WY,2008,539308,1321,154,1475,108,493,601,1429,647,2076,3.85
AK,2009,698901,1195,246,1441,109,474,583,1304,720,2024,2.9
AL,2009,5319809,11847,2608,14455,884,4183,5067,12731,6791,19522,3.67
AR,2009,3011786,6054,1512,7566,555,2374,2929,6609,3886,10495,3.48
AS,2009,0,,,,,,,,,,
AZ,2009,6630821,11815,4635,16450,1395,5522,6917,13210,10157,23367,3.52
CA,2009,37220025,72233,14882,87115,10840,27679,38519,83073,42561,125634,3.38
CO,2009,5226268,11217,2068,13285,1701,4002,5703,12918,6070,18988,3.63
CT,2009,3609641,7882,784,8666,796,1178,1974,8678,1962,10640,2.95
CZ,2009,0,,,,,,,,,,
DC,2009,599657,4069,359,4428,1070,471,1541,5139,830,5969,9.95
DE,2009,907237,2548,400,2948,362,646,1008,2910,1046,3956,4.36
FL,2009,18646709,39753,10295,50048,6468,18602,25070,46221,28897,75118,4.03
FS,2009,0,,,,,,,,,,
GA,2009,10492556,34661,6958,41619,6731,11107,17838,41392,18065,59457,5.67
GM,2009,0,0,0,,,,,,,,
HI,2009,1405431,3100,281,3093,311,635,946,3411,916,4039,2.87
IA,2009,3549105,5516,1153,6669,475,1936,2411,5991,3089,9080,2.56
ID,2009,1620426,2842,340,3182,205,1284,1489,3047,1624,4671,2.88
IL,2009,13914378,33100,7509,40609,5804,8334,14138,38904,15843,54747,3.93
IN,2009,6603470,11292,3101,14393,987,3492,4479,12279,6593,18872,2.86
KS,2009,3517857,8571,1629,10200,788,2514,3302,9359,4143,13502,3.84
KY,2009,5207550,9815,1032,10847,807,1611,2418,10622,2643,13265,2.55
LA,2009,4980362,15536,2524,18060,3231,4367,7598,18767,6891,25658,5.15
MA,2009,6770127,15491,1346,16837,1362,1924,3286,16853,3270,20123,2.97
MD,2009,5870987,14017,2024,16041,2140,3173,5313,16157,5197,21354,3.64
ME,2009,1385421,2188,255,2443,135,378,513,2323,633,2956,2.13
MI,2009,10628324,19117,3524,22641,2846,4407,7253,21963,7931,29894,2.81
MN,2009,5634672,8286,2112,10398,1121,2952,4073,9407,5064,14471,2.57
MO,2009,6304161,14884,2892,17776,1509,4402,5911,16393,7294,23687,3.76
MP,2009,0,,,,,,,,,,
MS,2009,3123781,6043,1622,7665,546,2348,2894,6589,3970,10559,3.38
MT,2009,1048053,1819,561,2380,107,690,797,1926,1251,3177,3.03
NB,2009,2128739,3714,376,4090,413,1165,1578,4127,1541,5668,2.66
NC,2009,10107308,23220,5487,28707,2719,6355,9074,25939,11842,37781,3.74
ND,2009,711674,1221,176,1397,140,302,442,1361,478,1839,2.58
NH,2009,1393437,2549,264,2813,209,623,832,2758,887,3645,2.62
NJ,2009,8770128,30088,3562,33650,2695,6099,8794,32783,9661,42444,4.84
NM,2009,2084727,4318,904,5222,452,1393,1845,4770,2297,7067,3.39
NV,2009,2649704,5445,1441,6886,575,2693,3268,6020,4134,10154,3.83
NY,2009,21561198,56644,7923,64567,8781,14277,23058,65425,22200,87625,4.06
OH,2009,13393551,24901,4623,29518,2836,6893,9729,27737,11516,39247,2.93
OK,2009,3873323,7564,1812,9376,714,2457,3171,8278,4269,12547,3.24
OR,2009,3929223,6354,1996,8350,646,2692,3338,7000,4688,11688,2.97
OT,2009,0,,,,,,,,,,
PA,2009,13559554,24994,1833,26827,2792,3203,5995,27786,5036,32822,2.42
PR,2009,0,13156,457,13613,3289,1045,4334,16445,1502,17947,
RI,2009,1059442,2377,290,2667,186,351,537,2563,641,3204,3.02
SC,2009,4642382,11401,1546,12947,1387,2845,4232,12788,4391,17179,3.7
SD,2009,868101,1481,376,1857,93,524,617,1574,900,2474,2.85
TN,2009,6312836,15303,4483,19786,1560,5938,7498,16863,10421,27284,4.32
TX,2009,25114488,52866,17343,70207,6566,22941,29507,59432,40284,99714,3.97
UT,2009,2896540,4561,1465,6026,368,1605,1973,4929,3070,7999,2.76
VA,2009,7899443,16944,1430,18374,2220,3890,6110,19164,5320,24484,3.1
VI,2009,0,0,0,,,,,,,,
VT,2009,667724,1224,136,1360,107,295,402,1331,431,1762,2.64
WA,2009,8037762,11556,1718,13274,1208,3134,4342,12764,4852,17616,2.19
WI,2009,5831611,11612,2411,14017,1833,3683,5516,13445,6094,19533,3.35
WV,2009,2393190,4212,435,4647,137,727,864,4349,1162,5511,2.3
WY,2009,551287,1366,146,1512,116,490,606,1482,636,2118,3.84
AK,2010,711456,1152,256,1408,106,474,580,1258,730,1988,2.79
AL,2010,5638613,11919,2521,14440,999,3964,4963,12918,6485,19403,3.44
AR,2010,3244947,6357,1673,8030,530,2512,3042,6887,4185,11072,3.41
AS,2010,0,,,,,,,,,,
AZ,2010,6643848,11835,4513,16348,1404,5404,6808,13239,9917,23156,3.49
CA,2010,37421024,71162,14840,86002,10638,26301,36939,81800,41141,122941,3.29
CO,2010,5508107,11732,2213,13945,1818,4213,6031,13550,6426,19976,3.63
CT,2010,3694281,7881,794,8675,816,1082,1898,8697,1876,10573,2.86
CZ,2010,0,,,,,,,,,,
DC,2010,601723,3629,277,3906,958,370,1328,4587,647,5234,8.7
DE,2010,915164,4254,674,4928,564,1114,1678,4818,1788,6606,7.22
FL,2010,18910325,39765,10527,50292,6637,18422,25059,46402,28949,75351,3.98
FS,2010,0,,,,,,,,,,
GA,2010,10591328,34077,5698,39775,6886,9769,16655,40963,15467,56430,5.33
GM,2010,0,0,0,,,,,,,,
HI,2010,1479842,3070,265,3047,298,617,915,3368,882,3962,2.68
IA,2010,3560199,5458,1167,6625,451,1925,2376,5909,3092,9001,2.53
ID,2010,1695574,3033,346,3379,227,1402,1629,3260,1748,5008,2.95
IL,2010,12953308,30286,6986,37272,5481,7481,12962,35767,14467,50234,3.88
IN,2010,6704215,11463,2945,14408,907,3415,4322,12370,6360,18730,2.79
KS,2010,3335269,7976,1538,9514,720,2541,3261,8696,4079,12775,3.83
KY,2010,4912792,9665,1018,10683,721,1640,2361,10386,2658,13044,2.66
LA,2010,4703076,14475,2190,16665,3200,3864,7064,17675,6054,23729,5.05
MA,2010,6800338,15432,1492,16924,1443,2156,3599,16875,3648,20523,3.02
MD,2010,5949764,13850,2053,15903,2145,3172,5317,15995,5225,21220,3.57
ME,2010,1373284,2162,246,2408,142,358,500,2304,604,2908,2.12
MI,2010,10792093,18787,3352,22139,2835,4152,6987,21622,7504,29126,2.7
MN,2010,5955984,8380,2014,10394,1133,2897,4030,9513,4911,14424,2.42
MO,2010,6226995,14711,2810,17521,1532,4256,5788,16243,7066,23309,3.74
MP,2010,0,,,,,,,,,,
MS,2010,3180636,6292,1757,8049,578,2601,3179,6870,4358,11228,3.53
MT,2010,1110195,2002,506,2508,113,717,830,2115,1223,3338,3.01
NB,2010,2009682,3454,364,3818,406,1082,1488,3860,1446,5306,2.64
NC,2010,10740272,25000,5707,30707,2940,6747,9687,27940,12454,40394,3.76
ND,2010,752573,1329,196,1525,148,344,492,1477,540,2017,2.68
NH,2010,1380396,2510,255,2765,212,606,818,2722,861,3583,2.6
NJ,2010,8941068,29073,3359,32432,2632,5708,8340,31705,9067,40772,4.56
NM,2010,2090695,4162,584,4746,457,1167,1624,4619,1751,6370,3.05
NV,2010,2926083,5626,1473,7099,614,2692,3306,6240,4165,10405,3.56
NY,2010,21545500,55561,7786,63347,8612,13950,22562,64173,21736,85909,3.99
OH,2010,14022130,25134,4244,29373,2719,6473,9192,27853,10717,38565,2.75
OK,2010,3981292,7695,1725,9420,594,2476,3070,8289,4201,12490,3.14
OR,2010,4009668,6531,1911,8442,675,2653,3328,7206,4564,11770,2.94
OT,2010,0,,,,,,,,,,
PA,2010,13447912,24919,1658,26577,2777,3130,5907,27696,4788,32484,2.42
PR,2010,0,0,0,,,,,,,,
RI,2010,1058992,2363,286,2649,184,344,528,2547,630,3177,3
SC,2010,4671586,11312,1612,12924,1401,2787,4188,12713,4399,17112,3.66
SD,2010,918599,1540,400,1940,106,544,650,1646,944,2590,2.82
TN,2010,6359488,15403,4584,19987,1599,5975,7574,17002,10559,27561,4.33
TX,2010,25457599,52769,16995,69762,6544,23093,29637,59313,40088,99399,3.9
UT,2010,2927799,4954,913,5867,400,1285,1685,5354,2198,7552,2.58
VA,2010,8044894,16984,1440,18424,2240,3737,5977,19224,5177,24401,3.03
VI,2010,0,300,35,335,169,100,269,469,135,604,
VT,2010,678889,1349,146,1495,118,305,423,1467,451,1918,2.83
WA,2010,8001250,11499,1727,13226,1206,3259,4465,12705,4986,17691,2.21
WI,2010,6168682,12557,2707,15258,1896,4085,5981,14453,6792,21239,3.44
WV,2010,2511368,4933,410,5343,139,740,879,5072,1150,6222,2.48
WY,2010,570473,1330,126,1456,109,443,552,1439,569,2008,3.52
AK,2011,726397,1218,239,1457,109,474,583,1327,713,2040,2.81
AL,2011,4950667,11241,2180,13421,834,3738,4572,12075,5918,17993,3.63
AR,2011,3133400,6208,1457,7665,541,2324,2865,6749,3781,10530,3.36
AS,2011,0,,,,,,,,,,
AZ,2011,6520940,11245,4340,15585,1330,5108,6438,12575,9448,22023,3.38
CA,2011,37928199,68630,13861,82491,10281,25719,36000,78911,39580,118491,3.12
CO,2011,5480305,11298,2292,13590,1660,4409,6069,12958,6701,19659,3.59
CT,2011,3672721,7595,821,8416,787,1081,1868,8382,1902,10284,2.8
CZ,2011,0,,,,,,,,,,
DC,2011,617996,3869,344,4213,1002,439,1441,4871,783,5654,9.15
DE,2011,923759,4142,664,4806,528,1039,1567,4670,1703,6373,6.9
FL,2011,19173658,39260,10026,49286,6635,17799,24434,45895,27825,73720,3.84
FS,2011,0,,,,,,,,,,
GA,2011,10121544,33609,6119,39728,6771,9979,16750,40380,16098,56478,5.58
GM,2011,0,0,0,,,,,,,,
HI,2011,1495625,3082,262,3056,299,615,914,3381,877,3970,2.65
IA,2011,3360752,5184,1053,6237,453,1774,2227,5637,2827,8464,2.52
ID,2011,1662947,2954,306,3260,202,1296,1498,3156,1602,4758,2.86
IL,2011,12995173,29868,6736,36604,5280,7202,12482,35148,13938,49086,3.78
IN,2011,6670393,11309,2920,14229,878,3288,4166,12187,6208,18395,2.76
KS,2011,3313209,7808,1607,9415,710,2474,3184,8518,4081,12599,3.8
KY,2011,4458245,8686,991,9677,658,1494,2152,9344,2485,11829,2.65
LA,2011,5064961,15655,1833,17488,3704,3865,7569,19359,5698,25057,4.95
MA,2011,6863985,15566,1478,17044,1415,2112,3527,16981,3590,20571,3
MD,2011,6006169,13762,2135,15897,2103,3101,5204,15865,5236,21101,3.51
ME,2011,1389431,2214,218,2432,138,360,498,2352,578,2930,2.11
MI,2011,10828896,18302,3398,21700,2684,3966,6650,20986,7364,28350,2.62
MN,2011,5631227,7984,1926,9910,1052,2783,3835,9036,4709,13745,2.44
MO,2011,6078408,14329,2795,17124,1472,4080,5552,15801,6875,22676,3.73
MP,2011,0,,,,,,,,,,
MS,2011,3389403,6559,1641,8200,634,2316,2950,7193,3957,11150,3.29
MT,2011,1069766,1929,484,2413,117,688,805,2046,1172,3218,3.01
NB,2011,1980598,3482,372,3853,400,1125,1525,3882,1497,5378,2.72
NC,2011,10283615,23720,5428,29148,2832,6191,9023,26552,11619,38171,3.71
ND,2011,766792,1332,176,1508,157,343,500,1489,519,2008,2.62
NH,2011,1431734,2583,249,2832,233,635,868,2816,884,3700,2.58
NJ,2011,8940213,27359,3379,30738,2517,5231,7748,29876,8610,38486,4.3
NM,2011,2123164,4250,611,4861,457,1153,1610,4707,1764,6471,3.05
NV,2011,3012563,5302,1343,6645,590,2540,3130,5892,3883,9775,3.24
NY,2011,21558169,55040,7626,62666,8450,13614,22064,63490,21240,84730,3.93
OH,2011,13874490,24938,4507,29444,2691,6212,8903,27629,10719,38347,2.76
OK,2011,4558985,8318,2175,10493,631,2837,3468,8949,5012,13961,3.06
OR,2011,4075981,11472,4017,15489,11680,5668,17348,23152,9685,32837,8.06
OT,2011,0,,,,,,,,,,
PA,2011,13371283,24926,2158,27084,2774,3656,6430,27700,5814,33514,2.51
PR,2011,0,13668,267,13935,3616,724,4340,17284,991,18275,
RI,2011,1057719,2315,264,2579,184,341,525,2499,605,3104,2.93
SC,2011,4730938,12511,1722,14233,1500,2912,4412,14011,4634,18645,3.94
SD,2011,862783,1469,560,2029,104,731,835,1573,1291,2864,3.32
TN,2011,6438708,15597,4628,20225,1562,5969,7531,17159,10597,27756,4.31
TX,2011,25986310,49925,15017,64940,6333,19745,26078,56258,34762,91018,3.5
UT,2011,3009698,5915,997,6912,407,1547,1954,6322,2544,8866,2.95
VA,2011,8182503,17217,1459,18676,2264,3827,6091,19481,5286,24767,3.03
VI,2011,0,283,35,318,164,157,321,447,192,639,
VT,2011,715401,1294,139,1433,128,283,411,1422,422,1844,2.58
WA,2011,9111785,12389,1774,14163,1356,3445,4801,13745,5219,18964,2.08
WI,2011,6082100,11991,3013,14998,1895,4317,6212,13886,7330,21210,3.49
WV,2011,2508635,4286,444,4730,145,789,934,4431,1233,5664,2.26
WY,2011,588027,1450,158,1608,136,538,674,1586,696,2282,3.88
AK,2012,735666,1224,237,1461,109,455,564,1333,692,2025,2.75
AL,2012,5190846,11171,2420,13591,856,3830,4686,12027,6250,18277,3.52
AR,2012,3353356,6573,1490,8063,565,2448,3013,7138,3938,11076,3.3
AS,2012,0,,,,,,,,,,
AZ,2012,6681678,11962,4623,16585,1429,5553,6982,13391,10176,23567,3.53
CA,2012,38206191,67785,14821,82606,10308,25720,36028,78093,40541,118634,3.11
