state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
CO,2012,5498748,11344,2112,13456,1680,3969,5649,13024,6081,19105,3.47
CT,2012,3702874,7715,748,8463,810,1058,1868,8525,1806,10331,2.79
CZ,2012,0,,,,,,,,,,
DC,2012,632323,3921,349,4270,1015,426,1441,4936,775,5711,9.03
DE,2012,935504,2082,319,2401,354,600,954,2436,919,3355,3.59
FL,2012,19434305,41169,10852,52021,6718,17777,24495,47887,28629,76516,3.94
FS,2012,0,,,,,,,,,,
GA,2012,10078833,32916,5516,38432,6640,9569,16209,39556,15085,54641,5.42
GM,2012,0,0,0,,,,,,,,
HI,2012,1514307,3073,268,3053,290,614,904,3363,882,3957,2.61
IA,2012,3542549,5373,1268,6641,398,1971,2369,5771,3239,9010,2.54
ID,2012,1670163,2947,336,3283,183,1300,1483,3130,1636,4766,2.85
IL,2012,13076273,29680,7257,36937,5136,7158,12294,34816,14415,49231,3.76
IN,2012,7073312,11465,2593,14058,917,3216,4133,12382,5809,18191,2.57
KS,2012,3359603,7885,1489,9374,768,2409,3177,8653,3898,12551,3.74
KY,2012,4560013,8880,990,9870,661,1571,2232,9541,2561,12102,2.65
LA,2012,4967668,14997,1866,16863,3570,3707,7277,18567,5573,24140,4.86
MA,2012,6891374,15741,1393,17134,1430,2021,3451,17171,3414,20585,2.99
MD,2012,6068859,15276,2250,17525,2231,3313,5544,17507,5563,23069,3.8
ME,2012,1379584,2165,225,2390,148,362,510,2313,587,2900,2.1
MI,2012,10853176,17888,3637,21525,2556,3987,6543,20444,7624,28068,2.59
MN,2012,5592783,7955,1979,9934,1057,2733,3790,9012,4712,13724,2.45
MO,2012,6128494,14079,2898,16977,1458,4001,5459,15537,6899,22436,3.66
MP,2012,0,,,,,,,,,,
MS,2012,3507803,6331,1689,8020,619,2240,2859,6950,3929,10879,3.1
MT,2012,1077415,1891,373,2264,122,608,730,2013,981,2994,2.78
NB,2012,1996039,3408,427,3835,388,1041,1429,3796,1468,5264,2.64
NC,2012,9976074,22809,5555,28364,2768,6029,8797,25577,11584,37161,3.73
ND,2012,735360,1349,174,1523,152,350,502,1501,524,2025,2.75
NH,2012,1408545,2536,231,2767,225,616,841,2761,847,3608,2.56
NJ,2012,9052721,27636,3501,31137,2713,5765,8478,30349,9266,39615,4.38
NM,2012,2319190,4564,662,5226,504,1247,1751,5068,1909,6977,3.01
NV,2012,2765739,5172,1347,6519,541,2429,2970,5713,3776,9489,3.43
NY,2012,21928653,56041,7436,63476,8471,13451,21922,64512,20887,85398,3.89
OH,2012,14537927,24728,4489,29215,2569,6341,8910,27297,10830,38125,2.62
OK,2012,4392062,8320,2283,10603,639,2755,3394,8959,5038,13997,3.19
OR,2012,4051669,6457,1880,8337,644,2499,3143,7101,4379,11480,2.83
OT,2012,0,,,,,,,,,,
PA,2012,13537083,24230,1923,26153,2667,3160,5827,26897,5083,31980,2.36
PR,2012,0,13044,241,13285,3412,631,4043,16456,872,17328,
RI,2012,1075009,2320,263,2583,177,343,520,2497,606,3103,2.89
SC,2012,4780421,11513,2426,13939,1395,3326,4721,12908,5752,18660,3.9
SD,2012,873357,1529,508,2037,109,683,792,1638,1191,2829,3.24
TN,2012,6489696,15814,4795,20609,1613,5985,7598,17427,10780,28207,4.35
TX,2012,26463051,48820,15285,64103,6210,18941,25151,55030,34226,89254,3.37
UT,2012,3122613,4715,894,5609,366,1237,1603,5081,2131,7212,2.31
VA,2012,8207785,17137,1458,18595,2263,3803,6066,19400,5261,24661,3
VI,2012,0,271,33,304,176,139,315,447,172,619,
VT,2012,667621,1273,211,1484,148,365,513,1421,576,1997,2.99
WA,2012,8090669,10649,1771,12420,1070,2881,3951,11719,4652,16371,2.02
WI,2012,6021759,11436,2565,13995,1741,3670,5411,13177,6235,19406,3.22
WV,2012,2101925,3766,372,4138,143,645,788,3909,1017,4926,2.34
WY,2012,585760,1379,163,1542,115,461,576,1494,624,2118,3.62
AK,2013,739005,1248,191,1439,113,443,556,1361,634,1995,2.7
AL,2013,5363659,11686,2326,14012,846,3908,4754,12532,6234,18766,3.5
AR,2013,3171490,6473,1511,7984,535,2421,2956,7008,3932,10940,3.45
AS,2013,0,,,,,,,,,,
AZ,2013,6777259,11150,4502,15652,1306,5077,6383,12456,9579,22035,3.25
CA,2013,38498377,67770,14940,82710,10159,25815,35974,77929,40755,118684,3.08
CO,2013,5460630,11312,1894,13206,1811,3781,5592,13123,5675,18798,3.44
CT,2013,3687931,7741,779,8520,803,1056,1859,8544,1835,10379,2.81
CZ,2013,0,,,,,,,,,,
DC,2013,646449,4112,268,4380,1088,332,1420,5200,600,5800,8.97
DE,2013,949243,2311,327,2638,420,697,1117,2731,1024,3755,3.96
FL,2013,19672665,41437,10285,51722,6669,17924,24593,48106,28209,76315,3.88
FS,2013,0,,,,,,,,,,
GA,2013,10552837,32508,5734,38242,6470,9748,16218,38978,15482,54460,5.16
GM,2013,0,0,0,,,,,,,,
HI,2013,2580908,4914,464,5090,491,939,1430,5405,1403,6520,2.53
IA,2013,3505211,5326,1162,6488,428,1866,2294,5754,3028,8782,2.51
ID,2013,1685521,2870,320,3190,185,1346,1531,3055,1666,4721,2.8
IL,2013,13054780,29966,4019,33985,4294,6201,10495,34260,10220,44480,3.41
IN,2013,7078258,11364,2654,14018,868,3120,3988,12232,5774,18006,2.54
KS,2013,3419303,7955,1467,9422,752,2314,3066,8707,3781,12488,3.65
KY,2013,4436400,8712,894,9606,654,1451,2105,9366,2345,11711,2.64
LA,2013,4784006,14027,1543,15570,3305,3107,6412,17332,4650,21982,4.59
MA,2013,6900982,15533,1451,16984,1421,2030,3451,16954,3481,20435,2.96
MD,2013,7454043,19060,2887,21947,2760,3929,6689,21820,6816,28636,3.84
ME,2013,1376659,2150,226,2376,149,356,505,2299,582,2881,2.09
MI,2013,11394005,18417,3805,22222,2673,3968,6641,21090,7773,28863,2.53
MN,2013,5661207,7861,2004,9865,1052,2625,3677,8913,4629,13542,2.39
MO,2013,6121792,14444,2813,17257,1456,4108,5564,15900,6921,22821,3.73
MP,2013,0,,,,,,,,,,
MS,2013,3628346,6841,1774,8615,630,2501,3131,7471,4275,11746,3.24
MT,2013,1158467,1848,369,2217,130,689,819,1978,1058,3036,2.62
NB,2013,2068191,3493,449,3942,395,1157,1552,3888,1606,5494,2.66
NC,2013,10447399,23403,5581,28984,2826,6006,8832,26229,11587,37816,3.62
ND,2013,772646,1384,169,1553,169,353,522,1553,522,2075,2.69
NH,2013,1442669,2563,249,2812,225,622,847,2788,871,3659,2.54
NJ,2013,9093430,26871,3562,30433,2560,5396,7956,29431,8958,38389,4.22
NM,2013,2292472,3997,691,4688,336,1315,1651,4333,2006,6339,2.77
NV,2013,2801547,5284,1324,6608,555,2249,2804,5839,3573,9412,3.36
NY,2013,21978933,55731,7515,63246,8456,13445,21901,64187,20960,85147,3.87
OH,2013,14174704,24824,4332,29154,2515,6140,8655,27339,10472,37809,2.67
OK,2013,4169959,7645,2096,9741,653,2481,3134,8298,4577,12875,3.09
OR,2013,4760620,7178,2211,9389,715,2988,3703,7893,5199,13092,2.75
OT,2013,0,,,,,,,,,,
PA,2013,13665355,24043,1861,25904,2641,3209,5850,26684,5070,31754,2.32
PR,2013,0,11553,186,11739,3076,519,3595,14629,705,15334,
RI,2013,1058087,2258,277,2535,185,349,534,2443,626,3069,2.9
SC,2013,4955909,13537,1667,15204,1655,2875,4530,15192,4542,19734,3.98
SD,2013,905027,1489,495,1984,101,635,736,1590,1130,2720,3.01
TN,2013,6647278,16163,4953,21116,1675,6071,7746,17838,11024,28862,4.34
TX,2013,26964954,52907,17949,70854,6416,24872,31288,59323,42821,102142,3.79
UT,2013,3141027,4359,768,5127,349,1148,1497,4708,1916,6624,2.11
VA,2013,8269450,17240,1388,18628,2265,3795,6060,19505,5183,24688,2.99
VI,2013,0,258,30,288,142,132,274,400,162,562,
VT,2013,754905,1505,192,1697,161,363,524,1666,555,2221,2.94
WA,2013,7723160,10242,1670,11912,1047,2845,3892,11289,4515,15804,2.05
WI,2013,5948936,11147,2251,13392,1716,3365,5081,12863,5616,18473,3.11
WV,2013,2132339,3843,380,4223,141,655,796,3984,1035,5019,2.35
WY,2013,591721,1468,197,1665,192,514,706,1660,711,2371,4.01
AK,2014,740644,1209,236,1445,116,459,575,1325,695,2020,2.73
AL,2014,5486497,12052,2251,14303,960,3944,4904,13012,6195,19207,3.5
AR,2014,3119997,6276,1610,7886,549,2284,2833,6825,3894,10719,3.44
AS,2014,0,,,,,,,,,,
AZ,2014,6767669,11441,4821,16262,1338,5441,6779,12779,10262,23041,3.4
CA,2014,38970399,68250,15363,83613,10193,26292,36485,78443,41655,120098,3.08
CO,2014,5630858,11156,2493,13649,2026,3602,5628,13182,6095,19277,3.42
CT,2014,3772833,7966,759,8725,838,1076,1914,8804,1835,10639,2.82
CZ,2014,0,,,,,,,,,,
DC,2014,658893,4085,291,4376,1071,338,1409,5156,629,5785,8.78
DE,2014,958690,2671,670,3341,306,818,1124,2977,1488,4465,4.66
FL,2014,20007473,39512,10909,50421,6409,18322,24731,45921,29231,75152,3.76
FS,2014,0,,,,,,,,,,
GA,2014,10503162,32240,5935,38175,6483,9598,16081,38723,15533,54256,5.17
GM,2014,0,0,0,,,,,,,,
HI,2014,2608100,5178,373,5263,477,1039,1516,5655,1412,6779,2.6
IA,2014,3670976,5400,1211,6611,412,1997,2409,5812,3208,9020,2.46
ID,2014,1692343,2874,353,3227,197,1282,1479,3071,1635,4706,2.78
IL,2014,13023192,29622,6597,36219,4958,6919,11877,34580,13516,48096,3.69
IN,2014,6835443,11111,2513,13624,861,2960,3821,11972,5473,17445,2.55
KS,2014,3766467,8887,1965,10852,983,2973,3956,9870,4938,14808,3.93
KY,2014,4517111,9104,1109,10213,707,1659,2366,9811,2768,12579,2.78
LA,2014,4975083,14581,2146,16727,3717,3526,7243,18298,5672,23970,4.82
MA,2014,7098473,16115,1484,17599,1466,2149,3615,17581,3633,21214,2.99
MD,2014,6995931,15697,2146,17843,2447,3174,5621,18144,5320,23464,3.35
ME,2014,1376141,2179,212,2391,153,329,482,2332,541,2873,2.09
MI,2014,10699502,17713,3498,21211,2482,3815,6297,20195,7313,27508,2.57
MN,2014,5688135,8404,2206,10610,1082,2805,3887,9486,5011,14497,2.55
MO,2014,6165592,14542,2933,17475,1481,4151,5632,16023,7084,23107,3.75
MP,2014,0,,,,,,,,,,
MS,2014,3367239,6068,1651,7719,553,2213,2766,6621,3864,10485,3.11
MT,2014,1128742,1897,456,2353,127,701,828,2024,1157,3181,2.82
NB,2014,2182247,3809,540,4349,457,1158,1615,4266,1698,5964,2.73
NC,2014,10646776,23945,5656,29601,2950,6139,9089,26895,11795,38690,3.63
ND,2014,838040,1555,228,1783,174,378,552,1729,606,2335,2.79
NH,2014,1391709,2530,272,2802,234,601,835,2764,873,3637,2.61
NJ,2014,9134732,27989,3676,31665,2744,5687,8431,30733,9363,40096,4.39
NM,2014,2109977,4064,723,4787,433,1165,1598,4497,1888,6385,3.03
NV,2014,2845845,5028,1298,6326,518,2182,2700,5546,3480,9026,3.17
NY,2014,21799396,54625,7522,62147,8302,13384,21686,62927,20906,83833,3.85
OH,2014,13864130,23953,4438,28389,2536,6148,8684,26489,10586,37073,2.67
OK,2014,4023386,7671,2036,9707,609,2463,3072,8280,4499,12779,3.18
OR,2014,4270314,8352,2570,10922,846,3703,4549,9198,6273,15471,3.62
OT,2014,0,,,,,,,,,,
PA,2014,13560937,24293,1983,26276,2654,3210,5864,26947,5193,32140,2.37
PR,2014,0,11408,228,11636,3125,543,3668,14533,771,15304,
RI,2014,1061770,2312,265,2577,194,368,562,2506,633,3139,2.96
SC,2014,5144856,12141,1554,13695,1516,2681,4197,13657,4235,17892,3.48
SD,2014,892996,1589,548,2137,112,699,811,1701,1247,2948,3.3
TN,2014,6565813,16166,4771,20937,1618,6092,7710,17784,10863,28647,4.36
TX,2014,27240637,50971,15349,66318,6308,21104,27412,57279,36453,93730,3.44
UT,2014,3225621,4815,971,5786,350,1230,1580,5165,2201,7366,2.28
VA,2014,8353672,17512,1469,18981,2403,3816,6219,19915,5285,25200,3.02
VI,2014,0,250,26,276,157,86,243,407,112,519,
VT,2014,764827,1497,138,1635,137,281,418,1634,419,2053,2.68
WA,2014,7796184,10383,1672,12055,1053,2831,3884,11436,4503,15939,2.04
WI,2014,5974186,11415,2249,13658,1741,3297,5038,13156,5546,18696,3.13
WV,2014,2550526,3857,516,4373,151,690,841,4008,1206,5214,2.04
WY,2014,595013,1437,249,1686,149,568,717,1586,817,2403,4.04
AK,2015,743350,1200,235,1435,116,456,572,1316,691,2007,2.7
AL,2015,5295404,11616,2298,13914,905,3908,4813,12521,6206,18727,3.54
AR,2015,3131415,6310,1593,7903,544,2452,2996,6854,4045,10899,3.48
AS,2015,0,,,,,,,,,,
AZ,2015,6885540,11826,4774,16600,1420,5411,6831,13246,10185,23431,3.4
CA,2015,39469712,68706,15295,84001,10167,26162,36329,78873,41457,120330,3.05
CO,2015,5831521,11814,2410,14224,1701,4206,5907,13515,6616,20131,3.45
CT,2015,3703110,7199,738,7937,782,1051,1833,7981,1789,9770,2.64
CZ,2015,0,,,,,,,,,,
DC,2015,672228,3938,442,4380,947,418,1365,4885,860,5745,8.55
DE,2015,962461,2550,524,3074,297,801,1098,2847,1325,4172,4.33
FL,2015,20388277,42193,9820,52013,6937,17711,24648,49130,27531,76661,3.76
FS,2015,0,,,,,,,,,,
GA,2015,10812277,32796,5843,38639,6586,9761,16347,39382,15604,54986,5.09
GM,2015,0,0,0,,,,,,,,
HI,2015,1556738,3066,300,3078,294,630,924,3360,930,4002,2.57
IA,2015,3755941,5548,1279,6827,451,2088,2539,5999,3367,9366,2.49
ID,2015,1732511,2951,370,3321,225,1365,1590,3176,1735,4911,2.83
IL,2015,13117464,30941,6945,37886,4945,7392,12337,35886,14337,50223,3.83
IN,2015,7120157,11624,2647,14271,910,2947,3857,12534,5594,18128,2.55
KS,2015,3493349,8097,1819,9916,812,2606,3418,8909,4425,13334,3.82
KY,2015,4558115,10447,1223,11670,870,1764,2634,11317,2987,14304,3.14
LA,2015,4841777,14244,2393,16637,3456,3984,7440,17700,6377,24077,4.97
MA,2015,7085175,16298,1573,17871,1505,2248,3753,17803,3821,21624,3.05
MD,2015,7594836,17947,2513,20460,2690,3810,6500,20637,6323,26960,3.55
ME,2015,1376223,2224,215,2439,153,353,506,2377,568,2945,2.14
MI,2015,10557596,17501,3404,20905,2508,3680,6188,20009,7084,27093,2.57
MN,2015,5723173,8727,2242,10969,1148,2772,3920,9875,5014,14889,2.6
MO,2015,6196833,14742,2908,17650,1544,4111,5655,16286,7019,23305,3.76
MP,2015,0,,,,,,,,,,
MS,2015,3390043,6323,1539,7862,604,2280,2884,6927,3819,10746,3.17
MT,2015,1157689,1975,667,2642,135,785,920,2110,1452,3562,3.08
NB,2015,2116117,3782,514,4296,442,1159,1601,4224,1673,5897,2.79
NC,2015,11015159,24826,5804,30630,3060,6573,9633,27886,12377,40263,3.66
ND,2015,795284,1600,261,1861,199,397,596,1799,658,2457,3.09
NH,2015,1374133,2531,271,2802,239,600,839,2770,871,3641,2.65
NJ,2015,9310977,33986,4778,38764,3229,6819,10048,37215,11597,48812,5.24
NM,2015,2151227,4368,752,5120,486,1251,1737,4854,2003,6857,3.19
NV,2015,2897487,5707,758,6465,705,2089,2794,6412,2847,9259,3.2
NY,2015,21811666,55464,7515,62979,8678,13323,22001,64142,20838,84980,3.9
OH,2015,14137838,26169,4432,30599,2845,6375,9220,29014,10807,39819,2.82
OK,2015,4319343,8372,2067,10439,647,2644,3291,9019,4711,13730,3.18
OR,2015,8727050,12437,3271,15708,1449,4400,5849,13886,7671,21557,2.47
OT,2015,0,,,,,,,,,,
PA,2015,13631853,24357,2072,26429,2648,3261,5909,27005,5333,32338,2.37
PR,2015,0,11140,231,11371,3088,538,3626,14228,769,14997,
RI,2015,1062954,2267,264,2531,183,364,547,2450,628,3078,2.9
SC,2015,5151240,12133,2014,14147,1514,3059,4573,13647,5073,18720,3.63
SD,2015,923323,1736,573,2309,121,736,857,1857,1309,3166,3.43
TN,2015,6663647,16468,5299,21767,1598,5764,7362,18066,11063,29129,4.37
TX,2015,27801749,50571,14993,65562,6614,19861,26475,57185,34854,92037,3.31
UT,2015,3252811,4737,995,5732,335,1323,1658,5072,2318,7390,2.27
VA,2015,8396653,17325,1621,18946,2286,3788,6074,19611,5409,25020,2.98
VI,2015,0,360,44,404,213,143,356,573,187,760,
VT,2015,652392,1178,125,1295,123,213,336,1301,338,1631,2.5
WA,2015,7865318,10331,1711,12042,1054,2838,3892,11385,4549,15934,2.03
WI,2015,5923676,11254,2438,13686,1760,3298,5058,13014,5736,18744,3.16
WV,2015,2329806,4387,319,4706,273,732,1005,4660,1051,5711,2.45
WY,2015,598304,1407,275,1682,142,519,661,1549,794,2343,3.92
AK,2016,747188,1156,256,1412,113,472,585,1269,728,1997,2.67
AL,2016,5145855,11445,2244,13689,881,3772,4653,12326,6016,18342,3.56
AR,2016,3064998,6283,1602,7885,589,2335,2924,6872,3937,10809,3.53
AS,2016,0,,,,,,,,,,
AZ,2016,7090429,11735,4842,16577,1375,5675,7050,13110,10517,23627,3.33
CA,2016,39454294,68699,15601,84300,10306,26174,36480,79005,41775,120780,3.06
CO,2016,5915026,11785,2483,14268,1762,4331,6093,13547,6814,20361,3.44
CT,2016,3837385,7442,652,8094,830,920,1750,8272,1572,9844,2.57
CZ,2016,0,,,,,,,,,,
DC,2016,681170,3875,368,4243,920,424,1344,4795,792,5587,8.2
DE,2016,972572,2706,604,3310,325,1052,1377,3031,1656,4687,4.82
FL,2016,20750677,42062,11806,53868,7426,19612,27038,49488,31418,80906,3.9
FS,2016,0,,,,,,,,,,
GA,2016,10662998,32482,5813,38295,6670,9555,16225,39152,15368,54520,5.11
GM,2016,0,0,0,,,,,,,,
HI,2016,1428557,2690,245,2935,305,539,844,2995,784,3779,2.65
IA,2016,3622675,5426,1301,6727,455,2021,2476,5881,3322,9203,2.54
ID,2016,1743721,2990,330,3320,224,1388,1612,3214,1718,4932,2.83
IL,2016,12985528,29537,6561,36098,4899,6907,11806,34436,13468,47904,3.69
IN,2016,7690500,12100,2766,14866,942,3055,3997,13042,5821,18863,2.45
KS,2016,3460077,8139,1439,9578,828,2390,3218,8967,3829,12796,3.7
KY,2016,4516590,8659,1012,9671,648,1519,2167,9307,2531,11838,2.62
LA,2016,4907781,13997,2239,16236,3300,4351,7651,17297,6590,23887,4.87
MA,2016,6852336,16074,1541,17615,1519,2182,3701,17593,3723,21316,3.11
MD,2016,6217491,15547,2395,17942,2254,3428,5682,17801,5823,23624,3.8
ME,2016,1407114,2260,228,2488,159,359,518,2419,587,3006,2.14
MI,2016,10451718,17667,3684,21351,2462,4155,6617,20129,7839,27968,2.68
MN,2016,5996299,9164,2459,11623,1158,2936,4094,10322,5395,15717,2.62
MO,2016,6269010,14878,2838,17716,1566,4193,5759,16444,7031,23475,3.74
MP,2016,0,,,,,,,,,,
MS,2016,3261191,6058,1499,7557,578,2200,2778,6636,3699,10335,3.17
MT,2016,1121813,1947,685,2632,129,749,878,2076,1434,3510,3.13
NB,2016,2115817,3608,596,4204,424,1052,1476,4032,1648,5680,2.68
NC,2016,10798726,24258,5795,30053,2975,6714,9689,27233,12509,39742,3.68
ND,2016,798045,1646,270,1916,194,433,627,1840,703,2543,3.19
NH,2016,1376085,2534,281,2815,240,611,851,2774,892,3666,2.66
NJ,2016,9005202,30890,4166,35056,2992,6463,9455,33882,10629,44511,4.94
NM,2016,2228811,4612,885,5497,504,1350,1854,5116,2235,7351,3.3
NV,2016,2946513,6239,687,6926,785,2154,2939,7024,2841,9865,3.35
NY,2016,21809118,56289,7637,63926,9053,13497,22550,65342,21134,86476,3.97
OH,2016,12838704,22320,4199,26517,2393,5483,7876,24713,9682,34393,2.68
OK,2016,4182166,8493,1931,10424,765,2643,3408,9258,4574,13832,3.31
OR,2016,4515765,7433,2046,9479,746,2738,3484,8179,4784,12963,2.87
OT,2016,0,,,,,,,,,,
PA,2016,13622531,24030,2000,26030,2630,3986,6616,26660,5986,32646,2.4
PR,2016,0,11408,228,11636,3125,543,3668,14533,771,15304,
RI,2016,1063042,2298,264,2562,184,369,553,2482,633,3115,2.93
SC,2016,5004023,11739,2052,13791,1514,3097,4611,13253,5149,18402,3.68
SD,2016,938772,1675,684,2359,116,637,753,1791,1321,3112,3.31
TN,2016,6675824,16161,4766,20927,1697,5638,7335,17858,10404,28262,4.23
TX,2016,28685684,51071,15495,66564,6760,20143,26903,57831,35638,93467,3.26
UT,2016,3482957,5032,1090,6122,384,1469,1853,5416,2559,7975,2.29
VA,2016,8436263,17639,1624,19263,2443,3917,6360,20082,5541,25623,3.04
VI,2016,0,472,60,532,334,196,530,806,256,1062,
VT,2016,925235,1805,162,1967,138,354,492,1943,516,2459,2.66
WA,2016,7830630,10354,1846,12200,1081,2954,4035,11435,4800,16235,2.07
WI,2016,5898519,11179,2174,13347,1889,3172,5061,13068,5346,18408,3.12
WV,2016,2070862,4032,400,4432,156,632,788,4188,1032,5220,2.52
WY,2016,595148,1390,318,1708,145,559,704,1535,877,2412,4.05
AK,2017,744849,1135,249,1384,112,437,549,1247,686,1933,2.6
AL,2017,5135776,5200,1261,6461,365,1827,2192,5565,3088,8653,1.68
AR,2017,3021597,5408,1513,6921,567,2042,2609,5975,3555,9530,3.15
AS,2017,0,,,,,,,,,,
AZ,2017,7037119,11480,4509,15989,1382,5379,6761,12862,9888,22750,3.23
CA,2017,39713887,68403,15470,83873,10337,25474,35811,78740,40944,119684,3.01
CO,2017,5661529,10729,2198,12927,1644,3847,5491,12373,6045,18418,3.25
CT,2017,3645220,6567,582,7149,758,860,1618,7325,1442,8767,2.41
CZ,2017,0,,,,,,,,,,
DC,2017,693972,3325,299,3624,903,398,1301,4228,697,4925,7.1
DE,2017,978771,2009,323,2332,273,371,644,2282,694,2976,3.04
FL,2017,21152963,38844,10433,49277,7132,17938,25070,45976,28371,74347,3.51
FS,2017,0,,,,,,,,,,
GA,2017,10885394,20520,2759,23279,4174,5353,9527,24694,8112,32806,3.01
GM,2017,0,265,19,284,24,47,71,289,66,355,
HI,2017,1427538,2644,235,2879,307,543,850,2951,778,3729,2.61
IA,2017,3179051,4801,1148,5949,434,1741,2175,5235,2889,8124,2.56
ID,2017,1779810,2647,341,2988,204,1314,1518,2851,1655,4506,2.53
IL,2017,12911525,20955,5370,26325,4322,4756,9078,25277,10126,35403,2.74
IN,2017,6678341,6708,483,7191,581,988,1569,7289,1471,8760,1.31
KS,2017,3006891,6165,912,7077,708,1827,2535,6873,2739,9612,3.2
KY,2017,4494059,7146,885,8031,505,1267,1772,7651,2152,9803,2.18
LA,2017,4819273,11963,1488,13451,3406,3189,6595,15369,4677,20046,4.16
MA,2017,6872032,15038,1534,16572,1466,2073,3539,16504,3607,20111,2.93
MD,2017,6249375,14437,2022,16459,2527,3181,5708,16964,5203,22167,3.55
ME,2017,1390713,2138,221,2359,185,361,546,2323,582,2905,2.09
MI,2017,10400915,14920,3196,18116,2186,3584,5770,17106,6780,23886,2.3
MN,2017,5894269,8565,2345,10910,1129,2815,3944,9694,5160,14854,2.52
MO,2017,6199257,13172,2360,15532,1503,3540,5043,14675,5900,20575,3.32
MP,2017,0,,,,,,,,,,
MS,2017,2985402,1958,463,2421,225,672,897,2183,1135,3318,1.11
MT,2017,1108663,1787,491,2278,130,626,756,1917,1117,3034,2.74
NB,2017,1987973,2954,513,3467,391,994,1385,3345,1507,4852,2.44
NC,2017,11965888,24756,5801,30557,3309,6904,10213,28065,12705,40770,3.41
ND,2017,781178,1541,230,1771,207,439,646,1748,669,2417,3.09
NH,2017,1373143,2517,262,2779,247,597,844,2764,859,3623,2.64
NJ,2017,9066144,28308,3580,31888,3033,5548,8581,31341,9128,40469,4.46
NM,2017,2093574,2646,472,3118,287,803,1090,2933,1275,4208,2.01
NV,2017,3004362,6020,819,6839,798,2233,3031,6818,3052,9870,3.29
NY,2017,21794544,53305,7680,60985,9128,13530,22658,62433,21210,83643,3.84
OH,2017,11763545,12068,1670,13738,1380,2819,4199,13448,4489,17937,1.52
OK,2017,3955379,8109,1685,9794,724,2435,3159,8833,4120,12953,3.27
OR,2017,4249078,6056,1672,7728,711,2291,3002,6767,3963,10730,2.53
OT,2017,0,,,,,,,,,,
PA,2017,13598612,23223,1958,25181,2619,2960,5579,25842,4918,30760,2.26
PR,2017,3337177,,,,,,,,,,
RI,2017,1066209,2315,260,2575,196,386,582,2511,646,3157,2.96
SC,2017,5067266,7856,1469,9325,1272,2106,3378,9128,3575,12703,2.51
SD,2017,909430,1628,523,2151,150,668,818,1778,1191,2969,3.26
TN,2017,6734436,15082,4711,19793,1654,5320,6974,16736,10031,26767,3.97
TX,2017,28467008,38225,11395,49620,5555,15985,21540,43780,27380,71160,2.5
UT,2017,3317709,4633,936,5569,355,1274,1629,4988,2210,7198,2.17
VA,2017,8478323,16632,1323,17955,2404,3666,6070,19036,4989,24025,2.83
VI,2017,0,,,,,,,,,,
VT,2017,636517,1076,103,1179,112,196,308,1188,299,1487,2.34
WA,2017,7452537,9665,1789,11454,1054,2878,3932,10719,4667,15386,2.06
